"code","outcrop","analysed.material","period","p206.204","p207.204","p208.204","p207.206","p208.206","tmod","mu12","kappa12","reference","ref.code","decimallatitude","decimallongitude"
"GDM.2074","Torre Dona Blanca mine","Litharge",NA,18.156,15.605,38.112,0.859,2.099,359,9.61,3.8985,"OXALID, Hunt-Ortiz","Ref.140",36.628076,-6.161499
"GDM.2075","Torre Dona Blanca mine","Litharge",NA,18.171,15.621,38.166,0.86,2.1,379,9.67,3.9235,"OXALID, Hunt-Ortiz","Ref.140",36.628076,-6.161499
"GDM.2076","Torre Dona Blanca mine","Litharge",NA,18.167,15.616,38.153,0.86,2.1,372,9.65,3.9171,"OXALID, Hunt-Ortiz","Ref.140",36.628076,-6.161499
"GDM.2077","Torre Dona Blanca mine","Litharge",NA,18.174,15.623,38.166,0.86,2.1,379,9.67,3.9226,"OXALID, Hunt-Ortiz","Ref.140",36.628076,-6.161499
"GDM.2078","Torre Dona Blanca mine","Slag",NA,18.296,15.639,38.416,0.855,2.1,318,9.71,3.9806,"OXALID, Hunt-Ortiz","Ref.140",36.628076,-6.161499
"GDM.2079","Torre Dona Blanca mine","Slag",NA,18.274,15.652,38.392,0.856,2.101,358,9.76,3.987,"OXALID, Hunt-Ortiz","Ref.140",36.628076,-6.161499
"GDM.2080","Torre Dona Blanca mine","Litharge",NA,18.181,15.635,38.21,0.86,2.102,397,9.72,3.9461,"OXALID, Hunt-Ortiz","Ref.140",36.628076,-6.161499
"GDM.2081","Torre Dona Blanca mine","Litharge",NA,18.175,15.624,38.178,0.86,2.101,381,9.68,3.9286,"OXALID, Hunt-Ortiz","Ref.140",36.628076,-6.161499
"GDM.2082","Cerro del Drago","Slag",NA,18.197,15.635,38.237,0.859,2.101,385,9.72,3.9496,"OXALID, Hunt-Ortiz","Ref.140",37.608191,-6.546303
"GDM.2083","Cerro del Drago","Slag",NA,18.205,15.654,38.288,0.86,2.103,414,9.79,3.9789,"OXALID, Hunt-Ortiz","Ref.140",37.608191,-6.546303
"GDM.2084","Cerro del Drago","Slag",NA,18.195,15.63,38.265,0.859,2.103,377,9.7,3.9647,"OXALID, Hunt-Ortiz","Ref.140",37.608191,-6.546303
"GDM.2086","Tejada","Slag",NA,18.321,15.68,38.521,0.856,2.103,378,9.87,4.0348,"OXALID, Hunt-Ortiz","Ref.140",37.409571,-6.397065
"GDM.2087","Tejada","Slag",NA,18.232,15.632,38.358,0.857,2.104,352,9.69,3.9906,"OXALID, Hunt-Ortiz","Ref.140",37.409571,-6.397065
"GDM.2088","Tejada","Slag",NA,18.225,15.619,38.31,0.857,2.102,333,9.64,3.9647,"OXALID, Hunt-Ortiz","Ref.140",37.409571,-6.397065
"GDM.2089","Tejada","Slag",NA,18.246,15.636,38.294,0.857,2.099,350,9.71,3.9478,"OXALID, Hunt-Ortiz","Ref.140",37.409571,-6.397065
"GDM.2090","Tejada","Slag",NA,18.327,15.671,38.496,0.855,2.101,355,9.83,4.0139,"OXALID, Hunt-Ortiz","Ref.140",37.409571,-6.397065
"GDM.2091","Cerro 3 Aguilas","Slag",NA,18.376,15.707,38.638,0.855,2.103,386,9.96,4.0683,"OXALID, Hunt-Ortiz","Ref.140",37.657998,-6.578207
"GDM.2092","Cerro 3 Aguilas","Slag",NA,18.333,15.675,38.52,0.855,2.101,358,9.84,4.0239,"OXALID, Hunt-Ortiz","Ref.140",37.657998,-6.578207
"GDM.2093","Cerro 3 Aguilas","Slag",NA,18.351,15.695,38.591,0.855,2.103,382,9.92,4.0567,"OXALID, Hunt-Ortiz","Ref.140",37.657998,-6.578207
"GDM.2104","Calle Puerto 12","Slag",NA,18.304,15.672,38.473,0.856,2.102,373,9.84,4.0171,"OXALID, Hunt-Ortiz","Ref.140",37.258634,-6.952504
"GDM.2105","Calle Puerto 12","Slag",NA,18.276,15.647,38.38,0.856,2.1,349,9.74,3.978,"OXALID, Hunt-Ortiz","Ref.140",37.258634,-6.952504
"GDM.2106","Calle Puerto 9","Litharge",NA,18.173,15.616,38.196,0.859,2.102,367,9.64,3.9371,"OXALID, Hunt-Ortiz","Ref.140",37.258634,-6.952504
"GDM.2117","San Bartolome de Almonte","Slag",NA,18.193,15.628,38.47,0.859,2.115,375,9.69,4.0776,"OXALID, Hunt-Ortiz","Ref.140",37.260069,-6.537275
"GDM.2118","San Bartolome de Almonte","Slag",NA,18.187,15.625,38.348,0.859,2.109,375,9.68,4.0145,"OXALID, Hunt-Ortiz","Ref.140",37.260069,-6.537275
"GDM.2119","San Bartolome de Almonte","Slag",NA,18.165,15.593,38.393,0.858,2.114,329,9.56,4.043,"OXALID, Hunt-Ortiz","Ref.140",37.260069,-6.537275
"GDM.2120","San Bartolome de Almonte","Slag",NA,18.19,15.603,38.334,0.858,2.107,330,9.59,3.9967,"OXALID, Hunt-Ortiz","Ref.140",37.260069,-6.537275
"GDM.2121","San Bartolome de Almonte","Slag",NA,18.199,15.607,38.27,0.858,2.103,330,9.6,3.9566,"OXALID, Hunt-Ortiz","Ref.140",37.260069,-6.537275
"GDM.2122","San Bartolome de Almonte","Slag",NA,18.204,15.613,38.292,0.858,2.104,339,9.63,3.9676,"OXALID, Hunt-Ortiz","Ref.140",37.260069,-6.537275
"GDM.2123","San Bartolome de Almonte","Slag",NA,18.239,15.639,38.384,0.857,2.104,360,9.72,4.0018,"OXALID, Hunt-Ortiz","Ref.140",37.260069,-6.537275
"GDM.2124","San Bartolome de Almonte","Slag",NA,18.178,15.592,38.306,0.858,2.107,319,9.55,3.9859,"OXALID, Hunt-Ortiz","Ref.140",37.260069,-6.537275
"GDM.2125","Castillo","Slag",NA,18.173,15.617,38.151,0.859,2.099,369,9.65,3.9125,"OXALID, Hunt-Ortiz","Ref.140",37.522553,-6.279008
"GDM.2126","Castillo","Slag",NA,18.181,15.627,38.185,0.86,2.1,382,9.69,3.9295,"OXALID, Hunt-Ortiz","Ref.140",37.522553,-6.279008
"GDM.2127","Castillo","Slag",NA,18.181,15.632,38.198,0.86,2.101,391,9.71,3.9382,"OXALID, Hunt-Ortiz","Ref.140",37.522553,-6.279008
"GDM.2128","Castrejones. Area N.","Slag",NA,18.237,15.63,38.36,0.857,2.103,346,9.69,3.9877,"OXALID, Hunt-Ortiz","Ref.140",37.522553,-6.279008
"GDM.2129","Castrejones. Area N.","Slag",NA,18.229,15.624,38.34,0.857,2.103,340,9.66,3.9801,"OXALID, Hunt-Ortiz","Ref.140",37.522553,-6.279008
"GDM.2130","Castrejones.Area N.","Slag",NA,18.243,15.637,38.384,0.857,2.104,355,9.71,3.9993,"OXALID, Hunt-Ortiz","Ref.140",37.522553,-6.279008
"GDM.2131","Castrejones.Area N.","Slag",NA,18.235,15.631,38.364,0.857,2.104,350,9.69,3.9917,"OXALID, Hunt-Ortiz","Ref.140",37.522553,-6.279008
"GDM.2132","Castrejones.Area N.","Slag",NA,18.235,15.631,38.365,0.857,2.104,349,9.69,3.9922,"OXALID, Hunt-Ortiz","Ref.140",37.522553,-6.279008
"GDM.2133","Castrejones.Ladera.","Slag",NA,18.202,15.614,38.35,0.858,2.107,343,9.63,4.0009,"OXALID, Hunt-Ortiz","Ref.140",37.522553,-6.279008
"GDM.2134","Castrejones.Ladera.","Slag",NA,18.207,15.608,38.301,0.857,2.104,327,9.61,3.9688,"OXALID, Hunt-Ortiz","Ref.140",37.522553,-6.279008
"GDM.2135","Castrejones.Ladera.","Slag",NA,18.184,15.595,38.305,0.858,2.107,319,9.56,3.9819,"OXALID, Hunt-Ortiz","Ref.140",37.522553,-6.279008
"GDM.2136","Cementerio","Slag",NA,18.204,15.659,38.289,0.86,2.103,425,9.81,3.9812,"OXALID, Hunt-Ortiz","Ref.140",37.522553,-6.279008
"GDM.2137","Cementerio","Slag",NA,18.196,15.649,38.261,0.86,2.103,412,9.77,3.9683,"OXALID, Hunt-Ortiz","Ref.140",37.522553,-6.279008
"GDM.2140","Torre del Viento","Slag",NA,18.329,15.683,38.526,0.856,2.102,375,9.87,4.0323,"OXALID, Hunt-Ortiz","Ref.140",37.522553,-6.279008
"GDM.2141","Torre del Viento","Slag",NA,18.318,15.667,38.475,0.855,2.1,356,9.82,4.0073,"OXALID, Hunt-Ortiz","Ref.140",37.522553,-6.279008
"GDM.2142","Cortijo Jose Fernandez","Slag",NA,18.301,15.659,38.478,0.856,2.103,353,9.79,4.0182,"OXALID, Hunt-Ortiz","Ref.140",37.693624,-6.319438
"GDM.2143","Cortijo Jose Fernandez","Slag",NA,18.311,15.673,38.5,0.856,2.103,372,9.84,4.0283,"OXALID, Hunt-Ortiz","Ref.140",37.693624,-6.319438
"GDM.2144","Cortijo Jose Fernandez","Slag",NA,18.317,15.657,38.463,0.855,2.1,337,9.77,3.998,"OXALID, Hunt-Ortiz","Ref.140",37.693624,-6.319438
"GDM.2145","Cortijo Jose Fernandez","Slag",NA,18.321,15.656,38.454,0.855,2.099,331,9.77,3.9896,"OXALID, Hunt-Ortiz","Ref.140",37.693624,-6.319438
"GDM.2169","Mina 9","Slag",NA,18.183,15.634,38.182,0.86,2.1,393,9.71,3.9283,"OXALID, Hunt-Ortiz","Ref.140",37.502398,-6.089022
"GDM.2173","Mina 9","Slag",NA,18.211,15.625,38.297,0.858,2.103,355,9.67,3.9693,"OXALID, Hunt-Ortiz","Ref.140",37.502398,-6.089022
"GDM.2174","Mina 9","Slag",NA,18.235,15.663,38.418,0.859,2.107,408,9.82,4.0319,"OXALID, Hunt-Ortiz","Ref.140",37.502398,-6.089022
"GDM.2175","Penalosa","Slag",NA,18.209,15.618,38.34,0.858,2.106,343,9.64,3.9917,"OXALID, Hunt-Ortiz","Ref.140",37.420076,-6.412173
"GDM.2176","Penalosa","Slag",NA,18.21,15.628,38.381,0.858,2.108,363,9.69,4.0169,"OXALID, Hunt-Ortiz","Ref.140",37.420076,-6.412173
"GDM.2177","Penalosa","Slag",NA,18.201,15.62,38.32,0.858,2.105,354,9.66,3.9875,"OXALID, Hunt-Ortiz","Ref.140",37.420076,-6.412173
"GDM.2178","Penalosa","Slag",NA,18.2,15.634,38.461,0.859,2.113,381,9.71,4.0699,"OXALID, Hunt-Ortiz","Ref.140",37.420076,-6.412173
"GDM.2179","Penalosa","Slag",NA,18.203,15.626,38.371,0.858,2.108,364,9.68,4.0163,"OXALID, Hunt-Ortiz","Ref.140",37.420076,-6.412173
"GDM.2181","El Argar","Cu metal","Bronze Age",18.456,15.716,38.69,0.852,2.096,345,9.98,4.0447,"OXALID, artefacts data","Ref.140",37.252126,-1.917122
"GDM.2182","El Argar","Cu metal","Bronze Age",18.649,15.653,38.76,0.839,2.078,81,9.69,3.9309,"OXALID, artefacts data","Ref.140",37.252126,-1.917123
"GDM.2183","El Argar","Cu metal","Bronze Age",18.301,15.666,38.415,0.856,2.099,365,9.81,3.9862,"OXALID, artefacts data","Ref.140",37.252126,-1.917124
"GDM.2184","Fuente Alamo","Cu metal","Bronze Age",18.072,15.657,38.278,0.866,2.118,517,9.84,4.0672,"OXALID, Schubart and Arteaga 1978 Abb 9d p.37","Ref.140",37.329563,-1.858518
"GDM.2185","Fuente Alamo","Cu metal","Bronze Age",18.293,15.684,38.524,0.857,2.106,405,9.89,4.0569,"OXALID, Schubart and Arteaga 1980 Abb 3a p.55","Ref.140",37.329563,-1.858518
"GDM.2186","Fuente Alamo","Cu metal","Bronze Age",18.604,15.7,38.769,0.844,2.084,206,9.88,3.9813,"OXALID, Schubart and Arteaga 1980 Abb 5c p.57","Ref.140",37.329563,-1.858518
"GDM.2187","Fuente Alamo","Cu metal","Bronze Age",18.318,15.634,38.412,0.853,2.097,292,9.68,3.9618,"OXALID, Schubart and Arteaga 1980 Abb 4a p.56","Ref.140",37.329563,-1.858518
"GDM.2188","Fuente Alamo","Cu metal","Bronze Age",18.27,15.642,38.457,0.856,2.105,344,9.73,4.0216,"OXALID, Schubart and Arteaga 1978 Abb 12a p.41","Ref.140",37.329563,-1.858518
"GDM.2189","Penalosa","Cu metal","Bronze Age",18.75,15.678,38.724,0.836,2.065,55,9.76,3.8569,"OXALID, artefacts data","Ref.140",38.170561,-3.79504
"GDM.2190","Penalosa","Cu metal","Bronze Age",18.295,15.626,38.421,0.854,2.1,296,9.66,3.9798,"OXALID, artefacts data","Ref.140",38.170561,-3.79504
"GDM.2191","Cantera de Murviedro","Cu metal","Copper Age",18.16,15.634,38.266,0.861,2.107,411,9.72,3.9906,"OXALID, artefacts data","Ref.140",37.673274,-1.706013
"GDM.2192","Cantera de Murviedro","Cu metal","Copper Age",18.921,15.714,38.864,0.83,2.054,-2,9.87,3.8321,"OXALID, artefacts data","Ref.140",37.673274,-1.706013
"GDM.2193","Rincon de Almendricos","Cu metal","Bronze Age",18.314,15.605,38.385,0.852,2.096,240,9.57,3.9399,"OXALID, artefacts data","Ref.140",37.673274,-1.706013
"GDM.2194","Cabezo Negro","Cu metal","Bronze Age",18.485,15.723,38.783,0.851,2.098,337,10,4.0769,"OXALID, artefacts data","Ref.140",37.645256,-1.351815
"GDM.2195","Cabezo Negro","Cu metal","Bronze Age",18.48,15.709,38.768,0.85,2.098,314,9.94,4.0672,"OXALID, artefacts data","Ref.140",37.645256,-1.351815
"GDM.2196","Cabezo Negro","Cu metal","Bronze Age",18.26,15.629,38.402,0.856,2.103,326,9.67,3.9942,"OXALID, artefacts data","Ref.140",37.645256,-1.351815
"GDM.2197","Cova d'es Carritx","Cu metal","Bronze Age",18.337,15.655,38.484,0.854,2.099,319,9.76,3.9952,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2198","Cova d'es Carritx","Cu metal","Bronze Age",18.279,15.709,38.722,0.859,2.118,460,9.99,4.1825,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2199","Cova d'es Carritx","Pb metal","Bronze Age",18.736,15.718,39.01,0.839,2.082,144,9.92,4.0239,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2200","Cova d'es Carritx","Cu metal","Bronze Age",18.764,15.758,39.158,0.84,2.087,200,10.07,4.0944,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2201","Cova d'es Carritx","Cu metal","Bronze Age",18.311,15.661,38.494,0.855,2.102,350,9.79,4.0206,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2202","Cova d'es Carritx","Cu metal","Bronze Age",18.466,15.728,38.783,0.852,2.1,359,10.02,4.0911,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2203","Cova d'es Carritx","Cu metal","Bronze Age",18.303,15.656,38.448,0.855,2.101,346,9.77,3.9988,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2204","Cova d'es Carritx","Cu metal","Bronze Age",18.528,15.691,38.649,0.847,2.086,244,9.86,3.9662,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2205","Cova d'es Carritx","Cu metal","Bronze Age",18.29,15.635,38.409,0.855,2.1,315,9.69,3.9797,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2206","Cova d'es Carritx","Cu metal","Bronze Age",18.555,15.656,38.683,0.844,2.085,158,9.72,3.9539,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2207","Cova d'es Carritx","Cu metal","Bronze Age",18.332,15.686,38.57,0.856,2.104,380,9.89,4.0553,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2208","Cova d'es Carritx","Cu metal","Bronze Age",18.568,15.693,38.787,0.845,2.089,219,9.86,4.0119,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2209","Cova d'es Carritx","Cu metal","Bronze Age",18.477,15.697,38.733,0.85,2.096,294,9.9,4.0467,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2210","Cova d'es Carritx","Cu metal","Bronze Age",18.3,15.651,38.436,0.855,2.1,338,9.75,3.9928,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2211","Cova d'es Carritx","Cu metal","Bronze Age",18.449,15.709,38.7,0.851,2.098,337,9.95,4.0527,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2212","Cova d'es Carritx","Cu metal","Bronze Age",18.532,15.69,38.708,0.847,2.089,240,9.85,3.9945,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2213","Cova d'es Carritx","Cu metal","Bronze Age",18.286,15.64,38.404,0.855,2.1,329,9.72,3.9818,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2214","Cova d'es Carritx","Cu metal","Bronze Age",18.556,15.693,38.782,0.846,2.09,228,9.86,4.0177,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2215","Cova d'es Carritx","Cu metal","Bronze Age",18.334,15.659,38.496,0.854,2.1,329,9.78,4.0047,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2216","Cova d'es Carritx","Cu metal","Bronze Age",18.752,15.738,39.045,0.839,2.082,170,10,4.0381,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2217","Cova d'es Carritx","Cu metal","Bronze Age",18.338,15.677,38.586,0.855,2.104,358,9.85,4.0562,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2218","Cova d'es Carritx","Cu metal","Bronze Age",18.35,15.734,38.657,0.857,2.107,453,10.07,4.1063,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2219","Cova d'es Carritx","Cu metal","Bronze Age",18.343,15.674,38.53,0.854,2.101,349,9.84,4.0219,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2220","Cova d'es Carritx","Cu metal","Bronze Age",18.631,15.714,38.892,0.843,2.087,213,9.93,4.0316,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2221","Cova d'es Carritx","Cu metal","Bronze Age",18.725,15.71,38.957,0.839,2.08,137,9.89,4.0017,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2222","Mussol","Cu metal","Bronze Age",18.534,15.699,38.76,0.847,2.091,256,9.89,4.0232,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2223","Mussol","Cu metal","Bronze Age",19.098,15.732,38.643,0.824,2.023,-97,9.91,3.6268,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2224","Mussol","Cu metal","Bronze Age",19.161,15.732,38.659,0.821,2.018,-145,9.9,3.5986,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2225","Mussol","Cu metal","Bronze Age",18.351,15.681,38.57,0.854,2.102,356,9.86,4.0406,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2226","Mussol","Cu metal","Bronze Age",18.42,15.684,38.597,0.851,2.095,311,9.86,4.0091,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2227","Mussol","Cu metal","Bronze Age",18.582,15.696,38.798,0.845,2.088,215,9.87,4.0098,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2228","Mussol","Cu metal","Bronze Age",18.313,15.66,38.464,0.855,2.1,345,9.79,4.0019,"OXALID, artefacts data","Ref.140",39.998318,3.845513
"GDM.2229","Monteagudo","Cu metal","Bronze Age",18.383,15.665,38.566,0.852,2.098,304,9.79,4.0111,"OXALID, artefacts data","Ref.140",38.021907,-1.097988
"GDM.2230","El Barranquete","Cu metal","Bronze Age",21.285,15.829,38.744,0.744,1.82,-1599,10.06,2.7069,"OXALID, Almagro Gorbea 1973 Fig 63.8 p.151","Ref.140",36.844951,-2.201687
"GDM.2231","El Barranquete","Cu metal","Bronze Age",18.381,15.643,38.523,0.851,2.096,263,9.7,3.9815,"OXALID, Almagro Gorbea 1973 Fig 72.20 p.170","Ref.140",36.844951,-2.201687
"GDM.2232","El Barranquete","Cu metal","Bronze Age",18.295,15.681,38.564,0.857,2.108,397,9.87,4.0759,"OXALID, Almagro Gorbea 1973 Fig 72.18 p.170","Ref.140",36.844951,-2.201687
"GDM.2233","El Barranquete","Cu metal","Bronze Age",18.286,15.67,38.543,0.857,2.108,384,9.83,4.067,"OXALID, Almagro Gorbea 1973 Fig 72.19 p.170","Ref.140",36.844951,-2.201687
"GDM.2234","San Anton","Silver","Bronze Age",18.218,15.645,38.41,0.859,2.108,389,9.75,4.0334,"OXALID, artefacts data","Ref.140",38.095504,-0.946554
"GDM.2235","Alpizar","Cu metal","Bronze Age",18.596,15.899,39.099,0.855,2.103,564,10.68,4.2256,"OXALID, artefacts data","Ref.140",37.457108,-6.433436
"GDM.2236","Castrejones","Silver","Bronze Age",18.623,15.723,39.18,0.844,2.104,236,9.96,4.1883,"OXALID, artefacts data","Ref.140",37.457108,-6.433436
"GDM.2237","Castrejones","Silver","Bronze Age",18.2,15.62,38.258,0.858,2.102,354,9.65,3.9541,"OXALID, artefacts data","Ref.140",37.457108,-6.433436
"GDM.2238","La Pijotilla","Cu metal","Bronze Age",18.415,15.668,38.481,0.851,2.09,284,9.79,3.9448,"OXALID, artefacts data","Ref.140",38.806029,-6.68416
"GDM.2239","La Pijotilla","Cu metal","Bronze Age",18.474,15.657,38.537,0.847,2.086,220,9.74,3.9317,"OXALID, artefacts data","Ref.140",38.806029,-6.68416
"GDM.2240","La Pijotilla","Cu metal","Bronze Age",18.29,15.601,38.313,0.853,2.095,251,9.56,3.9156,"OXALID, artefacts data","Ref.140",38.806029,-6.68416
"GDM.2241","La Pijotilla","Cu metal","Bronze Age",18.439,15.682,38.637,0.85,2.095,294,9.84,4.0168,"OXALID, artefacts data","Ref.140",38.806029,-6.68416
"GDM.2242","La Pijotilla","Cu metal","Bronze Age",19.008,15.707,38.596,0.826,2.03,-80,9.83,3.6475,"OXALID, artefacts data","Ref.140",38.806029,-6.68416
"GDM.2243","La Pijotilla","Cu metal","Bronze Age",18.352,15.61,38.322,0.851,2.088,222,9.58,3.8827,"OXALID, artefacts data","Ref.140",38.806029,-6.68416
"GDM.2244","La Pijotilla","Cu metal","Bronze Age",18.31,15.68,38.423,0.856,2.099,385,9.87,3.9893,"OXALID, artefacts data","Ref.140",38.806029,-6.68416
"GDM.2245","La Pijotilla","Cu metal","Bronze Age",18.225,15.67,38.335,0.86,2.103,429,9.85,3.9962,"OXALID, artefacts data","Ref.140",38.806029,-6.68416
"GDM.2246","La Pijotilla","Cu metal","Bronze Age",18.232,15.62,38.276,0.857,2.099,330,9.65,3.9419,"OXALID, artefacts data","Ref.140",38.806029,-6.68416
"GDM.2247","Pto.de Sta.Maria","Silver","Bronze Age",18.297,15.654,38.48,0.856,2.103,347,9.77,4.0203,"OXALID, artefacts data","Ref.140",36.55616,-6.219638
"GDM.2248","Pto.de Sta.Maria","Silver","Bronze Age",18.597,15.588,38.587,0.838,2.075,-13,9.45,3.8521,"OXALID, artefacts data","Ref.140",36.55616,-6.219638
"GDM.2249","Pto.de Sta.Maria","Silver","Bronze Age",18.169,15.592,37.983,0.858,2.091,325,9.55,3.8144,"OXALID, artefacts data","Ref.140",36.55616,-6.219638
"GDM.2250","Pto.de Sta.Maria","Silver","Bronze Age",18.254,15.651,38.33,0.857,2.1,372,9.76,3.9671,"OXALID, artefacts data","Ref.140",36.55616,-6.219638
"GDM.2251","Pto.de Sta.Maria","Cu metal","Bronze Age",18.295,15.633,38.362,0.855,2.097,309,9.68,3.9505,"OXALID, artefacts data","Ref.140",36.55616,-6.219638
"GDM.2252","Pto.de Sta.Maria","Cu metal","Bronze Age",18.538,15.638,38.565,0.844,2.08,135,9.65,3.8978,"OXALID, artefacts data","Ref.140",36.55616,-6.219638
"GDM.2253","El Trastejon","Cu metal","Bronze Age",18.667,15.652,38.995,0.838,2.089,65,9.68,4.0376,"OXALID, artefacts data","Ref.140",37.457108,-6.433436
"GDM.2254","El Trastejon","Cu metal","Bronze Age",18.232,15.649,38.279,0.858,2.099,384,9.76,3.9529,"OXALID, artefacts data","Ref.140",37.457108,-6.433436
"GDM.2255","El Trastejon","Cu metal","Bronze Age",18.363,15.656,38.431,0.853,2.093,302,9.76,3.9495,"OXALID, artefacts data","Ref.140",37.457108,-6.433436
"GDM.2256","Huelva Hoard","Cu metal","Bronze Age",17.951,15.643,37.96,0.871,2.115,582,9.82,3.9682,"OXALID, artefacts data","Ref.140",37.457108,-6.433436
"GDM.2257","Huelva Hoard","Cu metal","Bronze Age",18.57,15.636,38.523,0.842,2.074,106,9.63,3.8539,"OXALID, artefacts data","Ref.140",37.457108,-6.433436
"GDM.2258","Huelva Hoard","Cu metal","Bronze Age",17.977,15.635,38,0.87,2.114,548,9.78,3.9703,"OXALID, artefacts data","Ref.140",37.457108,-6.433436
"GDM.2259","Huelva Hoard","Cu metal","Bronze Age",18.497,15.577,38.163,0.842,2.063,44,9.42,3.694,"OXALID, artefacts data","Ref.140",37.457108,-6.433436
"GDM.2260","Huelva Hoard","Cu metal","Bronze Age",18.013,15.637,38.126,0.868,2.117,525,9.77,4.0172,"OXALID, artefacts data","Ref.140",37.457108,-6.433436
"GDM.2261","Penaloza","Pb metal","Bronze Age",18.305,15.685,38.426,0.857,2.099,397,9.89,3.9957,"OXALID, artefacts data","Ref.140",38.170561,-3.79504
"GDM.2262","Penaloza","Pb metal","Bronze Age",18.292,15.665,38.363,0.856,2.097,371,9.81,3.9639,"OXALID, artefacts data","Ref.140",38.170561,-3.79504
"GDM.2263","Amarguillo","Cu metal","Copper Age",18.498,15.652,38.496,0.846,2.081,193,9.71,3.8927,"OXALID, artefacts data","Ref.140",37.372976,-6.166582
"GDM.2264","Amarguillo","Cu metal","Copper Age",18.207,15.638,38.225,0.859,2.1,383,9.73,3.9376,"OXALID, artefacts data","Ref.140",37.372976,-6.166582
"GDM.2265","Amarguillo","Cu metal","Copper Age",18.564,15.662,38.685,0.844,2.084,164,9.74,3.9514,"OXALID, artefacts data","Ref.140",37.372976,-6.166582
"GDM.2266","Amarguillo","Cu metal","Copper Age",18.626,15.675,38.645,0.842,2.075,142,9.78,3.8946,"OXALID, artefacts data","Ref.140",37.372976,-6.166582
"GDM.2267","Papua","Silver","Bronze Age",18.184,15.614,38.355,0.859,2.109,355,9.63,4.0162,"OXALID, artefacts data","Ref.140",37.372976,-6.166582
