"","code","sample","country","province","location","outcrop","decimallatitude","decimallongitude","sample.type","analysed.material","sample.details","main.ore","p206.204","p206.204.2sd","p207.204","p207.204.2sd","p208.204","p208.204.2sd","p207.206","p207.206.2sd","p208.206","p208.206.2sd","pb.content","u.content","model.age","mu","w","geological.zone","geol.age","host.rock","deposit.morphology","realm","excavation.no","find.spot","courtesy","period","chronology","tmod","mu12","kappa12","reference","ref.code","laboratory","spectrometry","observations","sample.type1"
"GDM.0085","GDM.0085","BTR 11","Spain","Huelva","Zalamea la Real ","Buitron",37.604322,-6.858251,"Mineral","Pb mineral","Py-Sp-Gn-Po-Cs","Cu-Pb",18.159,0.003,15.61,0.002,38.17,0.00573,0.85963,NA,2.10199,NA,NA,NA,"371",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral massif rubané",NA,NA,NA,NA,NA,NA,366,9.625,3.9302,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0086","GDM.0086","CH 26","Spain","Huelva",NA,"Chaparrita",37.775773,-6.677935,"Mineral","Pb mineral","Py-Cpy","Cu-Pb",18.166,0.003,15.594,0.002,38.107,0.00572,0.85842,NA,2.09771,NA,NA,NA,"334",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral pyriteux massif",NA,NA,NA,NA,NA,NA,331,9.5593,3.8852,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0087","GDM.0087","CO 1","Spain","Huelva","Almonaster la Real","Concepcion",37.775773,-6.677935,"Mineral","Pb mineral","Py-Sp-Cpy-(Gn)","Cu-Pb",18.176,0.003,15.608,0.002,38.176,0.00573,0.85871,NA,2.10035,NA,NA,NA,"354",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral rubané polymétalique de base d'amas",NA,NA,NA,NA,NA,NA,350,9.6128,3.9212,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0088","GDM.0088","H 9","Spain","Huelva","Puebla de Guzman","Herrerias",37.616251,-7.291185,"Mineral","Pb mineral","Py-Sp-Gn-Cs-Cpy","Cu-Pb",18.225,0.003,15.633,0.002,38.223,0.00573,0.85778,NA,2.09728,NA,NA,NA,"368",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané",NA,NA,NA,NA,NA,NA,360,9.7007,3.9222,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0089","GDM.0089","JO 9","Spain","Huelva","El Cerro de Andévalo","La Joya",37.668632,-7.498661,"Mineral","Pb mineral","Gn-Py","Cu-Pb",18.198,0.003,15.605,0.002,38.136,0.00572,0.85751,NA,2.09561,NA,NA,NA,"332",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Stockwerk sous-amas",NA,NA,NA,NA,NA,NA,328,9.5955,3.8833,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0090","GDM.0090","JO 11","Spain","Huelva","EL Cerro de Andévalo","La Joya",37.668632,-7.498661,"Mineral","Pb mineral","Py-Sp-Gn-Cpy","Cu-Pb",18.168,0.003,15.601,0.002,38.128,0.00572,0.85871,NA,2.09863,NA,NA,NA,"346",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané",NA,NA,NA,NA,NA,NA,343,9.5868,3.8979,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0091","GDM.0091","LP 5","Spain","Huelva","Cortegana-El Cerro de Andévalo","Lomero-Poyatos",37.806968,-6.928333,"Mineral","Pb mineral","Py-Gn-Sp-Cpy-Td","Cu-Pb",18.217,0.003,15.646,0.002,38.272,0.00574,0.85887,NA,2.10089,NA,NA,NA,"400",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané",NA,NA,NA,NA,NA,NA,391,9.755,3.9589,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0092","GDM.0092","NS 3b","Spain","Huelva",NA,"Nuestra Señora del Carmen",37.668632,-7.498661,"Mineral","Pb mineral","Cpy-Sp-Gn-Py","Cu-Pb",18.189,0.003,15.624,0.002,38.195,0.00573,0.85898,NA,2.0999,NA,NA,NA,"377",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique",NA,NA,NA,NA,NA,NA,370,9.6737,3.9283,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0093","GDM.0093","PE 1","Spain","Huelva","Nerva","Peña de hierro",37.726143,-6.557999,"Mineral","Pb mineral","Py-Sp-Cpy-(Gn)","Cu-Pb",18.18,0.003,15.605,0.002,38.079,0.00571,0.85836,NA,2.09455,NA,NA,NA,"345",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral pyriteux bréchique",NA,NA,NA,NA,NA,NA,341,9.5998,3.8642,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0094","GDM.0094","RT 1","Spain","Huelva","Minas de Riotinto","Rio Tinto - Corta Dehesa",37.70455,-6.598663,"Mineral","Pb mineral","Py-Cpy-(Sp)","Cu-Pb",18.193,0.003,15.607,0.002,38.175,0.00573,0.85786,NA,2.09833,NA,NA,NA,"340",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Stockwerk pyriteux de l'amas Dehesa",NA,NA,NA,NA,NA,NA,335,9.6046,3.9087,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0095","GDM.0095","CC 12","Spain","Huelva","Minas de Riotinto","Rio Tinto - Corta Dehesa",37.70455,-6.598663,"Mineral","Pb mineral","Py-Asp-Sp-Gn-Cpy","Cu-Pb",18.207,0.003,15.629,0.002,38.207,0.00573,0.85841,NA,2.09848,NA,NA,NA,"374",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Stockwerk pyriteux de l'amas Dehesa",NA,NA,NA,NA,NA,NA,366,9.6892,3.9243,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0096","GDM.0096","RT 3","Spain","Huelva","Minas de Riotinto","Rio Tinto - Corta Atalaya",37.70455,-6.598663,"Mineral","Pb mineral","Py-Cpy-(Sp)","Cu-Pb",18.188,0.003,15.636,0.002,38.211,0.00573,0.85969,NA,2.10089,NA,NA,NA,"401",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Stockwerk pyriteux de l'amas San Dionisio",NA,NA,NA,NA,NA,NA,393,9.7222,3.9419,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0097","GDM.0097","CA 1","Spain","Huelva","Minas de Riotinto","Rio Tinto - Corta Atalaya",37.70455,-6.598663,"Mineral","Pb mineral","Py-Sp-Gn-Cpy-(Td)","Cu-Pb",18.191,0.003,15.627,0.002,38.207,0.00573,0.85905,NA,2.10032,NA,NA,NA,"381",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané (San Dionisio)",NA,NA,NA,NA,NA,NA,374,9.6852,3.9345,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0098","GDM.0098","CA 2","Spain","Huelva","Minas de Riotinto","Rio Tinto - Corta Atalaya",37.70455,-6.598663,"Mineral","Pb mineral","Py-Sp-Gn-Cpy-(Asp)","Cu-Pb",18.198,0.003,15.644,0.002,38.275,0.00574,0.85965,NA,2.10325,NA,NA,NA,"410",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané (San Dionisio)",NA,NA,NA,NA,NA,NA,401,9.7518,3.9729,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0099","GDM.0099","RT 329","Spain","Huelva","Minas de Riotinto","Puits Alfredo niveau-30",37.70455,-6.598663,"Mineral","Pb mineral","Sp-Py-Cpy-Gn-(Asp)","Cu-Pb",18.192,0.003,15.64,0.002,38.257,0.00574,0.85972,NA,2.10296,NA,NA,NA,"406",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Stockwker polymétalique tardif (San Dionisio)",NA,NA,NA,NA,NA,NA,398,9.7372,3.9658,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0100","GDM.0100","RT 338b","Spain","Huelva","Minas de Riotinto","Puits Alfredo niveau-30",37.70455,-6.598663,"Mineral","Pb mineral","Py-Sp-Gn-(Asp-Td)","Cu-Pb",18.18,0.003,15.615,0.002,38.162,0.00572,0.85891,NA,2.09912,NA,NA,NA,"366",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Stockwker polymétalique tardif (San Dionisio)",NA,NA,NA,NA,NA,NA,360,9.6398,3.9132,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0101","GDM.0101","SP 6","Spain","Huelva","Almonaster la Real","San Platon",37.775773,-6.677935,"Mineral","Pb mineral","Py-Sp-Gn-Cpy-(Td-Cs)","Cu-Pb",18.188,0.003,15.609,0.002,38.158,0.00572,0.8582,NA,2.09798,NA,NA,NA,"347",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané de base d'amas",NA,NA,NA,NA,NA,NA,343,9.6138,3.9035,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0102","GDM.0102","ST 12","Spain","Huelva",NA,"San Telmo",37.800326,-6.972518,"Mineral","Pb mineral","Sp-Py-Gn","Cu-Pb",18.188,0.003,15.609,0.002,38.158,0.00572,0.8582,NA,2.09798,NA,NA,NA,"374",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Stockwker polymétalique tardif",NA,NA,NA,NA,NA,NA,343,9.6138,3.9035,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0103","GDM.0103","St 13","Spain","Huelva","Cartegana","San Telmo",37.800326,-6.972518,"Mineral","Pb mineral","Sp-Py-Gn","Cu-Pb",18.192,0.003,15.594,0.002,38.106,0.00572,0.85719,NA,2.09466,NA,NA,NA,"314",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Stockwker polymétalique tardif",NA,NA,NA,NA,NA,NA,311,9.5531,3.8671,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0104","GDM.0104","ST 18","Spain","Huelva",NA,"San Telmo",37.800326,-6.972518,"Mineral","Pb mineral","Sp-Gn-Py-Cpy-Td","Cu-Pb",18.183,0.003,15.604,0.002,38.135,0.00572,0.85816,NA,2.09729,NA,NA,NA,"341",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané",NA,NA,NA,NA,NA,NA,337,9.5951,3.8926,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0105","GDM.0105","SA 1","Spain","Huelva",NA,"Santa Ana",37.668632,-7.498661,"Mineral","Pb mineral","Sp-Gn-Py-Cpy-Td","Cu-Pb",18.188,0.003,15.627,0.002,38.19,0.00573,0.85919,NA,2.09974,NA,NA,NA,"383",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique massif à sphalérite-galène",NA,NA,NA,NA,NA,NA,377,9.686,3.9273,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0106","GDM.0106","SR 1","Spain","Huelva","La Puebla de Guzman","Sierrecilla",37.668632,-7.498661,"Mineral","Pb mineral","Sp-Gn-Td-Py","Cu-Pb",18.233,0.003,15.624,0.002,38.181,0.00573,0.85691,NA,2.09406,NA,NA,NA,"344",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané",NA,NA,NA,NA,NA,NA,337,9.6628,3.8908,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0107","GDM.0107","SR 8","Spain","Huelva","La Puebla de Guzman","Sierrecilla",37.668632,-7.498661,"Mineral","Pb mineral","Sp-Gn-Py-Cpy-Td","Cu-Pb",18.215,0.003,15.638,0.002,38.256,0.00574,0.85852,NA,2.10025,NA,NA,NA,"385",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Veinules quartzeuses à galène",NA,NA,NA,NA,NA,NA,377,9.7233,3.9488,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0108","GDM.0108","Th 17","Spain","Huelva","Alosno","Tharsis",37.606562,-7.101575,"Mineral","Pb mineral","Py-Sp-Gn-(Cpy-Cs)","Cu-Pb",18.135,0.003,15.597,0.002,38.15,0.00572,0.86005,NA,2.10367,NA,NA,NA,"363",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané",NA,NA,NA,NA,NA,NA,360,9.5789,3.9312,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0109","GDM.0109",NA,"Spain","Huelva","Alosno","Tharsis",37.606562,-7.101575,"Mineral","Pb mineral","Py-Sp-Gn-(Cpy-Cs)","Cu-Pb",18.137,0.003,15.602,0.002,38.162,0.00572,0.86023,NA,2.1041,NA,NA,NA,"372",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané",NA,NA,NA,NA,NA,NA,368,9.5985,3.9382,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0110","GDM.0110","Tor 1","Spain","Huelva","Sotiel","Torrerera",37.596711,-6.894639,"Mineral","Pb mineral","Py-Sp-(Asp-Cpy-Gn)","Cu-Pb",18.175,0.003,15.634,0.002,38.225,0.00573,0.86019,NA,2.10316,NA,NA,NA,"407",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané",NA,NA,NA,NA,NA,NA,399,9.7175,3.9578,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological"
"GDM.0111","GDM.0111","P-3","Spain","Lugo","Rubiais","Rubiales",42.67467,-7.039144,"Mineral","Galena","Zn-Pb","Pb-Zn",17.882,NA,15.607,NA,38.015,NA,0.87278,NA,2.12588,NA,NA,NA,NA,NA,NA,"NIM","Lower Cambrian","Limestone",NA,NA,NA,NA,NA,NA,NA,568,9.6896,4.0373,"Tornos,1993","Ref.015","BRGM, Orleans","TIMS",NA,"Geological"
"GDM.0112","GDM.0112","P-5","Spain","Lugo","Rubiais","Rubiales",42.67467,-7.039144,"Mineral","Galena","Zn-Pb","Pb-Zn",17.894,NA,15.629,NA,38.082,NA,0.87342,NA,2.1282,NA,NA,NA,NA,NA,NA,"NIM","Lower Cambrian","Limestone",NA,NA,NA,NA,NA,NA,NA,598,9.7774,4.0748,"Tornos&Arias,1993","Ref.015","BRGM, Orleans","TIMS",NA,"Geological"
"GDM.0113","GDM.0113","P-7","Spain","Lugo","Rubiais","Rubiales",42.67467,-7.039144,"Mineral","Galena","Zn-Pb","Pb-Zn",17.887,NA,15.59,NA,37.985,NA,0.87158,NA,2.12361,NA,NA,NA,NA,NA,NA,"NIM","Lower Cambrian","Limestone",NA,NA,NA,NA,NA,NA,NA,533,9.6178,4.0105,"Tornos&Arias,1993","Ref.015","BRGM, Orleans","TIMS",NA,"Geological"
"GDM.0114","GDM.0114","P-20","Spain","Lugo","Rubiais","Rubiales",42.67467,-7.039144,"Mineral","Galena","Zn-Pb","Pb-Zn",17.891,NA,15.593,NA,37.984,NA,0.87156,NA,2.12308,NA,NA,NA,NA,NA,NA,"NIM","Lower Cambrian","Limestone",NA,NA,NA,NA,NA,NA,NA,536,9.629,4.0081,"Tornos&Arias,1993","Ref.015","BRGM, Orleans","TIMS",NA,"Geological"
"GDM.0116","GDM.0116","P-22","Spain","Lugo","Rubiais","Rubiales",42.67467,-7.039144,"Mineral","Galena","Zn-Pb","Pb-Zn",17.892,NA,15.602,NA,37.985,NA,0.87201,NA,2.12302,NA,NA,NA,NA,NA,NA,"NIM","Lower Cambrian","Limestone",NA,NA,NA,NA,NA,NA,NA,551,9.6658,4.011,"Tornos&Arias,1993","Ref.015","BRGM, Orleans","TIMS",NA,"Geological"
"GDM.0117","GDM.0117","AR","Spain","Lugo","Rubiais","Rubiales",42.67467,-7.039144,"Mineral","Galena","Zn-Pb","Pb-Zn",17.903,NA,15.63,NA,38.102,NA,0.87304,NA,2.12825,NA,NA,NA,NA,NA,NA,"NIM","Lower Cambrian","Limestone",NA,NA,NA,NA,NA,NA,NA,593,9.7787,4.0801,"Tornos&Arias,1993","Ref.015","BRGM, Orleans","TIMS",NA,"Geological"
"GDM.0118","GDM.0118","87A352","Spain","Murcia","Sierra Cabrera",NA,37.113115,-1.987856,"WR","Whole rock","Mica schist",NA,18.786,NA,15.694,NA,39.136,NA,0.83541,NA,2.08325,NA,22,3.9,NA,11.6,NA,"BC","230","Mica schist",NA,"Nev-Fil (Alhamilla)",NA,NA,NA,NA,NA,60,9.8189,4.0456,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0119","GDM.0119","87A353","Spain","Murcia","Sierra Cabrera",NA,37.113115,-1.987856,"WR","Whole rock","Mica schist",NA,18.66,NA,15.698,NA,39.046,NA,0.84126,NA,2.0925,NA,23,4.2,NA,11.5,NA,"BC","230","Mica schist",NA,"Nev-Fil (Alhamilla)",NA,NA,NA,NA,NA,161,9.859,4.0855,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0120","GDM.0120","87A354","Spain","Murcia","Sierra Cabrera",NA,37.113115,-1.987856,"WR","Whole rock","Mica schist",NA,18.676,NA,15.715,NA,39.099,NA,0.84145,NA,2.09354,NA,17,3,NA,11.1,NA,"BC","230","Mica schist",NA,"Nev-Fil (Alhamilla)",NA,NA,NA,NA,NA,182,9.922,4.1079,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0121","GDM.0121","87A355","Spain","Almeria","Sierra Alhamilla",NA,37.113115,-1.987856,"WR","Whole rock","Black schist",NA,18.666,NA,15.683,NA,38.969,NA,0.84019,NA,2.0877,NA,24,5,NA,13.3,NA,"BC","230","Black schist",NA,"Alp (Baños)",NA,NA,NA,NA,NA,128,9.7995,4.0367,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0122","GDM.0122","87A356","Spain","Almeria","Sierra Alhamilla",NA,37.04022,-2.21292,"WR","Whole rock","Mica schist",NA,18.722,NA,15.676,NA,39.17,NA,0.8373,NA,2.09219,NA,25,3.9,NA,10,NA,"BC","230","Mica schist",NA,"Alp (Baños)",NA,NA,NA,NA,NA,72,9.7616,4.0985,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0123","GDM.0123","87A358","Spain","Almeria","Sierra Alhamilla",NA,37.04022,-2.21292,"WR","Whole rock","Mica schist",NA,18.653,NA,15.678,NA,38.982,NA,0.84051,NA,2.08985,NA,19,2.5,NA,8.5,NA,"BC","230","Mica schist",NA,"Alp. (Baños)",NA,NA,NA,NA,NA,128,9.7827,4.0502,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0124","GDM.0124","87A359","Spain","Almeria","Sierra Alhamilla",NA,37.04022,-2.21292,"WR","Whole rock","Mica schist",NA,18.646,NA,15.671,NA,38.964,NA,0.84045,NA,2.08967,NA,15,2.9,NA,12.2,NA,"BC","230","Mica schist",NA,"Alp (Baños)",NA,NA,NA,NA,NA,119,9.757,4.0431,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0125","GDM.0125","87A360","Spain","Almeria","Sierra Alhamilla",NA,37.04022,-2.21292,"WR","Whole rock","Mica schist",NA,18.927,NA,15.688,NA,39.22,NA,0.82887,NA,2.07217,NA,NA,NA,NA,NA,NA,"BC",NA,"Mica schist",NA,"Nev-Fil (Castro)",NA,NA,NA,NA,NA,-58,9.7712,3.9931,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0126","GDM.0126","87A361","Spain","Almeria","Sierra Alhamilla",NA,37.04022,-2.21292,"WR","Whole rock","Quartzite",NA,18.895,NA,15.674,NA,39.1,NA,0.82953,NA,2.06933,NA,NA,NA,NA,NA,NA,"BC",NA,"Quartzite",NA,"Nev-Fil (Castro)",NA,NA,NA,NA,NA,-63,9.7234,3.9497,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0127","GDM.0127","87A362","Spain","Almeria","Sierra Alhamilla",NA,37.04022,-2.21292,"WR","Whole rock","Quartzite",NA,18.816,NA,15.69,NA,39.192,NA,0.83386,NA,2.08291,NA,NA,NA,NA,NA,NA,"BC",NA,"Quartzite",NA,"Nev-Fil (Castro)",NA,NA,NA,NA,NA,29,9.7981,4.0522,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0128","GDM.0128","87A350","Spain","Almeria","La Serrata",NA,37.039075,-2.030846,"WR","Whole rock","Argillite",NA,18.893,NA,15.678,NA,39.044,NA,0.82983,NA,2.06659,NA,NA,NA,NA,NA,NA,"BC",NA,"Argillite",NA,"Malachite",NA,NA,NA,NA,NA,-53,9.7389,3.925,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0129","GDM.0129","87A351","Spain","Almeria","La Serrata",NA,37.039075,-2.030846,"WR","Whole rock","Sandstone",NA,19.012,NA,15.7,NA,39.258,NA,0.82579,NA,2.06491,NA,NA,NA,NA,NA,NA,"BC",NA,"Sandstone",NA,"Malachite",NA,NA,NA,NA,NA,-98,9.8027,3.962,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0130","GDM.0130","89FT2","Spain","Murcia","Sierra Alhamilla",NA,37.04022,-2.21292,"WR","Whole rock","Dolostone (Triassic)",NA,18.703,NA,15.682,NA,38.599,NA,0.83848,NA,2.06379,NA,NA,NA,NA,NA,NA,"BC",NA,"Dolostone (Triassic)",NA,"Alp (Lújar)",NA,NA,NA,NA,NA,98,9.7884,3.8247,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0131","GDM.0131","89FT3","Spain","Murcia","Sierra Alhamilla",NA,37.04022,-2.21292,"WR","Whole rock","Dolostone (Triassic)",NA,18.912,NA,15.734,NA,39.12,NA,0.83196,NA,2.06853,NA,NA,NA,NA,NA,NA,"BC",NA,"Dolostone (Triassic)",NA,"Alp (Lújar)",NA,NA,NA,NA,NA,45,9.9493,3.9707,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0132","GDM.0132","89FT1","Spain","Murcia","La Serrata",NA,37.039075,-2.030846,"WR","Whole rock","Limestone (Jurassic)",NA,18.767,NA,15.679,NA,38.879,NA,0.83546,NA,2.07167,NA,NA,NA,NA,NA,NA,"BC",NA,"Limestone (Jurassic)",NA,"Malachite",NA,NA,NA,NA,NA,44,9.7648,3.9239,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0133","GDM.0133","86Al89","Spain","Murcia","La Higuera",NA,37.039075,-2.030846,"WR","Whole rock","Andesite",NA,18.876,NA,15.697,NA,38.975,NA,0.83159,NA,2.06479,NA,NA,NA,NA,NA,NA,"BC",NA,"Andesite",NA,"Precaldera flows",NA,NA,NA,NA,NA,-1,9.8141,3.9088,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0134","GDM.0134","88BA17","Spain","Murcia","Cerro Amatista",NA,37.039075,-2.030846,"WR","Whole rock","Andesite",NA,18.869,NA,15.676,NA,38.914,NA,0.83078,NA,2.06232,NA,NA,NA,NA,NA,NA,"BC",NA,"Andesite",NA,"Precaldera flows",NA,NA,NA,NA,NA,-39,9.7354,3.8756,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0135","GDM.0135","88BA50","Spain","Murcia","Escarigüela",NA,37.481772,-1.700819,"WR","Whole rock","Rhyodacite",NA,18.837,NA,15.663,NA,38.874,NA,0.8315,NA,2.0637,NA,NA,NA,NA,NA,NA,"BC",NA,"Rhyodacite",NA,"Cinto ash-flow tuff",NA,NA,NA,NA,NA,-41,9.6914,3.8712,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0136","GDM.0136","87A344","Spain","Murcia","Escarigüela",NA,37.481772,-1.700819,"WR","Whole rock","Rhyodacite",NA,18.869,NA,15.689,NA,39.007,NA,0.83147,NA,2.06725,NA,NA,NA,NA,NA,NA,"BC",NA,"Rhyodacite",NA,"Cinto ash-flow tuff",NA,NA,NA,NA,NA,-12,9.7848,3.9261,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0137","GDM.0137","86A43","Spain","Murcia","La Rellana",NA,37.481772,-1.700819,"WR","Whole rock","Dacite",NA,18.904,NA,15.705,NA,39.02,NA,0.83078,NA,2.06411,NA,NA,NA,NA,NA,NA,"BC",NA,"Dacite",NA,"Cinto ash-flow tuff",NA,NA,NA,NA,NA,-6,9.8397,3.9162,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0138","GDM.0138","87A371","Spain","Murcia","Cerro Cinto",NA,37.481772,-1.700819,"WR","Whole rock","Rhyodacite",NA,18.905,NA,15.693,NA,38.986,NA,0.8301,NA,2.06221,NA,NA,NA,NA,NA,NA,"BC",NA,"Rhyodacite",NA,"Ring dome",NA,NA,NA,NA,NA,-31,9.7939,3.8945,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
"GDM.0139","GDM.0139","87A372","Spain","Murcia","Cerro Cinto",NA,37.481772,-1.700819,"WR","Whole rock","Rhyodacite",NA,18.898,NA,15.684,NA,38.85,NA,0.82993,NA,2.05577,NA,NA,NA,NA,NA,NA,"BC",NA,"Rhyodacite",NA,"Ring dome",NA,NA,NA,NA,NA,-44,9.7609,3.829,"Arribas & Tosdal, 1994","Ref.016","USGS, Menlo Park","TIMS",NA,"Geological"
